year ,stream,sem,Course code ,Course,CO,CO Description,yr+stream+ course,course+co+ code
1st,ECE,Physics Cycle,MA122I1X,Applied Mathematics I,CO5,Make use of matrix theory for solving systems of linear equations and compute eigenvalues and eigenvectors of matrices.,1st Physics Cycle MA122I1X Applied Mathematics I,Applied Mathematics I-CO5[Make use of matrix theory for solving systems of linear equations and compute eigenvalues and eigenvectors of matrices.](MA122I1X)
1st,MERA,Physics Cycle,MA122I1X,Applied Mathematics I,CO1,Apply the knowledge of calculus to solve polar curves problems and their applications in determining the bentness of a curve,1st Physics Cycle MA122I1X Applied Mathematics I,Applied Mathematics I-CO1[Apply the knowledge of calculus to solve polar curves problems and their applications in determining the bentness of a curve](MA122I1X)
1st,MERA,Physics Cycle,MA122I1X,Applied Mathematics I,CO2," Solve derivatives of multivariate functions problems , composite functions and Jacobians using principle of Partial differentiation.",1st Physics Cycle MA122I1X Applied Mathematics I,"Applied Mathematics I-CO2[ Solve derivatives of multivariate functions problems , composite functions and Jacobians using principle of Partial differentiation.](MA122I1X)"
1st,MERA,Physics Cycle,MA122I1X,Applied Mathematics I,CO3,Apply the concept of change of order of integration and variables to evaluate multiple integrals and their usage in computing the area and volumes,1st Physics Cycle MA122I1X Applied Mathematics I,Applied Mathematics I-CO3[Apply the concept of change of order of integration and variables to evaluate multiple integrals and their usage in computing the area and volumes](MA122I1X)
1st,MERA,Physics Cycle,MA122I1X,Applied Mathematics I,CO4,Illustrate the solution of first-order linear and nonlinear differential equations .,1st Physics Cycle MA122I1X Applied Mathematics I,Applied Mathematics I-CO4[Illustrate the solution of first-order linear and nonlinear differential equations .](MA122I1X)
1st,MERA,Physics Cycle,MA122I1X,Applied Mathematics I,CO5,Make use of matrix theory for solving systems of linear equations and compute eigenvalues and eigenvectors of matrices.,1st Physics Cycle MA122I1X Applied Mathematics I,Applied Mathematics I-CO5[Make use of matrix theory for solving systems of linear equations and compute eigenvalues and eigenvectors of matrices.](MA122I1X)
1st,CS,Chemistry Cycle,MA222I1X,Applied Mathematics II,CO1,"Apply the concepts of vector calculus to understand the solenoidal and irrotational vectors and exhibit the interdependence of line, surface and volume integrals.",1st Chemistry Cycle MA222I1X Applied Mathematics II,"Applied Mathematics II-CO1[Apply the concepts of vector calculus to understand the solenoidal and irrotational vectors and exhibit the interdependence of line, surface and volume integrals.](MA222I1X)"
1st,CS,Chemistry Cycle,MA222I1X,Applied Mathematics II,CO2,Solve the higher-order linear and nonlinear differential equations and its applications.,1st Chemistry Cycle MA222I1X Applied Mathematics II,Applied Mathematics II-CO2[Solve the higher-order linear and nonlinear differential equations and its applications.](MA222I1X)
1st,CS,Chemistry Cycle,MA222I1X,Applied Mathematics II,CO3,Illustrate the Analytical method of solving first order Partial differential equations.,1st Chemistry Cycle MA222I1X Applied Mathematics II,Applied Mathematics II-CO3[Illustrate the Analytical method of solving first order Partial differential equations.](MA222I1X)
1st,CS,Chemistry Cycle,MA222I1X,Applied Mathematics II,CO4,Understand the concepts of Laplace and Inverse Laplace Transform and apply them to obtain the general solution of initial value problems,1st Chemistry Cycle MA222I1X Applied Mathematics II,Applied Mathematics II-CO4[Understand the concepts of Laplace and Inverse Laplace Transform and apply them to obtain the general solution of initial value problems](MA222I1X)
1st,CS,Chemistry Cycle,MA222I1X,Applied Mathematics II,CO5,"Illustrate the Numerical method of solving algebraic and transcendental equations, Interpolation and Numerical Integration.",1st Chemistry Cycle MA222I1X Applied Mathematics II,"Applied Mathematics II-CO5[Illustrate the Numerical method of solving algebraic and transcendental equations, Interpolation and Numerical Integration.](MA222I1X)"
1st,ECE,Chemistry Cycle,MA222I1X,Applied Mathematics II,CO1,"Apply the concepts of vector calculus to understand the solenoidal and irrotational vectors and exhibit the interdependence of line, surface and volume integrals.",1st Chemistry Cycle MA222I1X Applied Mathematics II,"Applied Mathematics II-CO1[Apply the concepts of vector calculus to understand the solenoidal and irrotational vectors and exhibit the interdependence of line, surface and volume integrals.](MA222I1X)"
1st,ECE,Chemistry Cycle,MA222I1X,Applied Mathematics II,CO2,Solve the higher-order linear and nonlinear differential equations and its applications.,1st Chemistry Cycle MA222I1X Applied Mathematics II,Applied Mathematics II-CO2[Solve the higher-order linear and nonlinear differential equations and its applications.](MA222I1X)
1st,ECE,Chemistry Cycle,MA222I1X,Applied Mathematics II,CO3,Illustrate the Analytical method of solving first order Partial differential equations.,1st Chemistry Cycle MA222I1X Applied Mathematics II,Applied Mathematics II-CO3[Illustrate the Analytical method of solving first order Partial differential equations.](MA222I1X)
1st,ECE,Chemistry Cycle,MA222I1X,Applied Mathematics II,CO4,Understand the concepts of Laplace and Inverse Laplace Transform and apply them to obtain the general solution of initial value problems,1st Chemistry Cycle MA222I1X Applied Mathematics II,Applied Mathematics II-CO4[Understand the concepts of Laplace and Inverse Laplace Transform and apply them to obtain the general solution of initial value problems](MA222I1X)
1st,ECE,Chemistry Cycle,MA222I1X,Applied Mathematics II,CO5,"Illustrate the Numerical method of solving algebraic and transcendental equations, Interpolation and Numerical Integration.",1st Chemistry Cycle MA222I1X Applied Mathematics II,"Applied Mathematics II-CO5[Illustrate the Numerical method of solving algebraic and transcendental equations, Interpolation and Numerical Integration.](MA222I1X)"
1st,MERA,Chemistry Cycle,MA222I1X,Applied Mathematics II,CO1,"Apply the concepts of vector calculus to understand the solenoidal and irrotational vectors and exhibit the interdependence of line, surface and volume integrals.",1st Chemistry Cycle MA222I1X Applied Mathematics II,"Applied Mathematics II-CO1[Apply the concepts of vector calculus to understand the solenoidal and irrotational vectors and exhibit the interdependence of line, surface and volume integrals.](MA222I1X)"
1st,MERA,Chemistry Cycle,MA222I1X,Applied Mathematics II,CO2,Solve the higher-order linear and nonlinear differential equations and its applications.,1st Chemistry Cycle MA222I1X Applied Mathematics II,Applied Mathematics II-CO2[Solve the higher-order linear and nonlinear differential equations and its applications.](MA222I1X)
1st,MERA,Chemistry Cycle,MA222I1X,Applied Mathematics II,CO3,Illustrate the Analytical method of solving first order Partial differential equations.,1st Chemistry Cycle MA222I1X Applied Mathematics II,Applied Mathematics II-CO3[Illustrate the Analytical method of solving first order Partial differential equations.](MA222I1X)
1st,MERA,Chemistry Cycle,MA222I1X,Applied Mathematics II,CO4,Understand the concepts of Laplace and Inverse Laplace Transform and apply them to obtain the general solution of initial value problems,1st Chemistry Cycle MA222I1X Applied Mathematics II,Applied Mathematics II-CO4[Understand the concepts of Laplace and Inverse Laplace Transform and apply them to obtain the general solution of initial value problems](MA222I1X)
1st,MERA,Chemistry Cycle,MA222I1X,Applied Mathematics II,CO5,"Illustrate the Numerical method of solving algebraic and transcendental equations, Interpolation and Numerical Integration.",1st Chemistry Cycle MA222I1X Applied Mathematics II,"Applied Mathematics II-CO5[Illustrate the Numerical method of solving algebraic and transcendental equations, Interpolation and Numerical Integration.](MA222I1X)"
1st,CS,Physics Cycle,MA222I1X,Applied Mathematics II,CO1,"Apply the concepts of vector calculus to understand the solenoidal and irrotational vectors and exhibit the interdependence of line, surface and volume integrals.",1st Physics Cycle MA222I1X Applied Mathematics II,"Applied Mathematics II-CO1[Apply the concepts of vector calculus to understand the solenoidal and irrotational vectors and exhibit the interdependence of line, surface and volume integrals.](MA222I1X)"
1st,CS,Physics Cycle,MA222I1X,Applied Mathematics II,CO2,Solve the higher-order linear and nonlinear differential equations and its applications.,1st Physics Cycle MA222I1X Applied Mathematics II,Applied Mathematics II-CO2[Solve the higher-order linear and nonlinear differential equations and its applications.](MA222I1X)
1st,CS,Physics Cycle,MA222I1X,Applied Mathematics II,CO3,Illustrate the Analytical method of solving first order Partial differential equations.,1st Physics Cycle MA222I1X Applied Mathematics II,Applied Mathematics II-CO3[Illustrate the Analytical method of solving first order Partial differential equations.](MA222I1X)
1st,CS,Physics Cycle,MA222I1X,Applied Mathematics II,CO4,Understand the concepts of Laplace and Inverse Laplace Transform and apply them to obtain the general solution of initial value problems,1st Physics Cycle MA222I1X Applied Mathematics II,Applied Mathematics II-CO4[Understand the concepts of Laplace and Inverse Laplace Transform and apply them to obtain the general solution of initial value problems](MA222I1X)
1st,CS,Physics Cycle,MA222I1X,Applied Mathematics II,CO5,"Illustrate the Numerical method of solving algebraic and transcendental equations, Interpolation and Numerical Integration.",1st Physics Cycle MA222I1X Applied Mathematics II,"Applied Mathematics II-CO5[Illustrate the Numerical method of solving algebraic and transcendental equations, Interpolation and Numerical Integration.](MA222I1X)"
1st,ECE,Physics Cycle,MA222I1X,Applied Mathematics II,CO1,"Apply the concepts of vector calculus to understand the solenoidal and irrotational vectors and exhibit the interdependence of line, surface and volume integrals.",1st Physics Cycle MA222I1X Applied Mathematics II,"Applied Mathematics II-CO1[Apply the concepts of vector calculus to understand the solenoidal and irrotational vectors and exhibit the interdependence of line, surface and volume integrals.](MA222I1X)"
1st,ECE,Physics Cycle,MA222I1X,Applied Mathematics II,CO2,Solve the higher-order linear and nonlinear differential equations and its applications.,1st Physics Cycle MA222I1X Applied Mathematics II,Applied Mathematics II-CO2[Solve the higher-order linear and nonlinear differential equations and its applications.](MA222I1X)
1st,ECE,Physics Cycle,MA222I1X,Applied Mathematics II,CO3,Illustrate the Analytical method of solving first order Partial differential equations.,1st Physics Cycle MA222I1X Applied Mathematics II,Applied Mathematics II-CO3[Illustrate the Analytical method of solving first order Partial differential equations.](MA222I1X)
1st,ECE,Physics Cycle,MA222I1X,Applied Mathematics II,CO4,Understand the concepts of Laplace and Inverse Laplace Transform and apply them to obtain the general solution of initial value problems,1st Physics Cycle MA222I1X Applied Mathematics II,Applied Mathematics II-CO4[Understand the concepts of Laplace and Inverse Laplace Transform and apply them to obtain the general solution of initial value problems](MA222I1X)
1st,ECE,Physics Cycle,MA222I1X,Applied Mathematics II,CO5,"Illustrate the Numerical method of solving algebraic and transcendental equations, Interpolation and Numerical Integration.",1st Physics Cycle MA222I1X Applied Mathematics II,"Applied Mathematics II-CO5[Illustrate the Numerical method of solving algebraic and transcendental equations, Interpolation and Numerical Integration.](MA222I1X)"
1st,MERA,Physics Cycle,MA222I1X,Applied Mathematics II,CO1,"Apply the concepts of vector calculus to understand the solenoidal and irrotational vectors and exhibit the interdependence of line, surface and volume integrals.",1st Physics Cycle MA222I1X Applied Mathematics II,"Applied Mathematics II-CO1[Apply the concepts of vector calculus to understand the solenoidal and irrotational vectors and exhibit the interdependence of line, surface and volume integrals.](MA222I1X)"
1st,MERA,Physics Cycle,MA222I1X,Applied Mathematics II,CO2,Solve the higher-order linear and nonlinear differential equations and its applications.,1st Physics Cycle MA222I1X Applied Mathematics II,Applied Mathematics II-CO2[Solve the higher-order linear and nonlinear differential equations and its applications.](MA222I1X)
1st,MERA,Physics Cycle,MA222I1X,Applied Mathematics II,CO3,Illustrate the Analytical method of solving first order Partial differential equations.,1st Physics Cycle MA222I1X Applied Mathematics II,Applied Mathematics II-CO3[Illustrate the Analytical method of solving first order Partial differential equations.](MA222I1X)
